Site,AREA.UplandDeciduous,AREA.UplandShrubs,AREA.Water,AREA.Nonforest,AREA.LowlandDeciduous,AREA.UplandMixedwood,AREA.LowlandMixedwood,AREA.UplandSpruce,AREA.LowlandSpruce,AREA.Pine,AREA.Tamarack,AREA.OpenWetland,PERCENTAGE.UplandDeciduous,PERCENTAGE.UplandShrubs,PERCENTAGE.Water,PERCENTAGE.Nonforest,PERCENTAGE.LowlandDeciduous,PERCENTAGE.UplandMixedwood,PERCENTAGE.LowlandMixedwood,PERCENTAGE.UplandSpruce,PERCENTAGE.LowlandSpruce,PERCENTAGE.Pine,PERCENTAGE.Tamarack,PERCENTAGE.OpenWetland,AREA.Cutblocks,AREA.Pipeline,AREA.TransmissionLine,AREA.WellSite,PERCENTAGE.Cutblocks,PERCENTAGE.Pipeline,PERCENTAGE.TransmissionLine,PERCENTAGE.WellSite,AREA.BlockFeatures,PERCENTAGE.BlockFeatures,AREA.Road,PERCENTAGE.Road,AREA.Trail,PERCENTAGE.Trail,AREA.3DSeismicLine,AREA.SeismicLine,PERCENTAGE.3DSeismicLine,PERCENTAGE.SeismicLine,Radius,Treatment
37,1648925.27,12954.87832,26510.21407,155417.7997,0,268840.0753,0,399510.6685,1511943.711,656679.2751,0,227953.0059,33.59162977,0.263914614,0.540061646,3.166145416,0,5.476765042,0,8.138764507,30.80106435,13.37776034,0,4.643820503,682531.7347,0,0,29517.98593,13.90442232,0,0,0.601335471,0,0,44471.26137,0.905961097,2488.893725,0.050703327,13340.60275,25966.53882,0.271772528,0.528985985,1250,Pre
38,666070.8956,113437.1264,0,1314576.789,3487.882384,20775.3516,0,249136.6884,1943167.281,17869.64225,0,580213.4253,13.56908486,2.310922164,0,26.78033844,0.071054556,0.423231987,0,5.07537094,39.58587878,0.364037363,0,11.82001084,1448178.894,38193.56244,0,29346.98364,29.50205817,0.778072865,0,0.597851841,2114.216529,0.043070465,45879.26227,0.934644656,3013.712293,0.061394843,0,34104.87793,0,0.694778868,1250,Pre
39,1489920.845,220245.7458,250875.662,470542.4301,126854.9526,421814.7888,73507.43535,193232.0006,108612.4822,371016.3358,20849.95011,1161262.323,30.35241821,4.48680949,5.110797018,9.585811671,2.584267873,8.593140315,1.497481176,3.936489992,2.212635318,7.558282727,0.424751696,23.65704178,570335.2235,57478.00222,0,34026.93358,11.61877377,1.170932246,0,0.693190999,4620.057764,0.094119044,62160.32714,1.266319786,35055.29291,0.714140563,0,7018.743107,0,0.14298466,1250,Pre
40,867712.0726,65113.15237,189808.7468,153775.0723,85655.39251,276647.2623,81817.93126,206777.5738,507435.064,1603688.681,330844.6696,539459.4515,17.67688519,1.326474248,3.866752038,3.132680049,1.744957327,5.635811749,1.666781209,4.212438142,10.33738224,32.67007753,6.739912263,10.9897777,0,1307.972206,0,9836.766628,0,0.026645791,0,0.200392964,4619.995294,0.094117771,45771.44512,0.932448223,1091.793427,0.022241833,0,26618.6767,0,0.542271229,1250,Pre
41,920529.6196,117319.2273,0,157577.2513,7547.474671,435291.3701,138236.2279,513338.6287,2410799.982,17177.37083,0,190917.9224,18.75287542,2.390007672,0,3.210137403,0.153755891,8.867682974,2.81612531,10.45764867,49.11241394,0.349934525,0,3.889347978,479250.016,57170.41508,0,19982.6005,9.763201156,1.164666132,0,0.407082195,0,0,24918.00867,0.507625504,0,0,0,29591.73061,0,0.602837786,1250,Pre
42,2842366.61,134730.9352,0,379650.1916,37729.463,193837.9605,21278.5189,43235.83668,1164984.123,21214.8275,0,69706.68436,57.9042171,2.744716073,0,7.734170193,0.768618309,3.948834505,0.433482427,0.880793232,23.73286167,0.432184917,0,1.420052913,416436.709,201186.5553,0,39498.34939,8.483578973,4.098538849,0,0.804653766,0,0,24320.89579,0.495461221,44312.18142,0.902720347,0,19555.50261,0,0.398381428,1250,Pre
43,2467173.747,0,96472.79949,205296.5777,32540.65624,192981.0254,0,40278.08327,1099037.831,178959.1195,457867.8524,138127.2446,50.26085086,0,1.965327733,4.182267537,0.662912805,3.931377166,0,0.820538375,22.38941485,3.645725246,9.327607296,2.813905121,1187679.4,72212.64376,0,24344.76424,24.19520607,1.471103899,0,0.495947465,0,0,24901.37347,0.507286615,37462.49225,0.763179625,0,40099.64077,0,0.816903174,1250,Pre
44,2256900.525,0,70632.68642,226127.0025,61119.88481,0,2232.538964,71878.40129,1752507.872,190253.044,159984.0447,117099.2707,45.97719995,0,1.438917272,4.606621467,1.245124069,0,0.04548091,1.464294767,35.70179721,3.875803186,3.259168196,2.385526753,948895.9871,62821.19265,0,36206.29442,19.33075031,1.279782828,0,0.737588573,0,0,32110.20757,0.654143777,28028.38899,0.570989652,0,35788.0325,0,0.729067811,1250,Pre
45,2592473.921,0,11775.85148,201576.7583,38661.63999,214699.4201,0,148823.6804,1496379.645,0,103989.5123,100354.5177,52.81344503,0,0.239895676,4.106487999,0.787608462,4.373820671,0,3.03181112,30.48399581,0,2.118456949,2.044405448,1533677.543,48854.84573,0,29570.85717,31.24382235,0.995262744,0,0.602412555,0,0,24831.20607,0.505857176,3328.037512,0.067798223,0,34353.0538,0,0.699834665,1250,Pre
46,1249326.88,0,0,335459.403,0,313001.5608,219637.0487,373635.4825,1765840.217,407015.4775,0,244818.6659,25.45107822,0,0,6.83392284,0,6.376415437,4.474409215,7.611639546,35.9734015,8.29165122,0,4.987404908,1008840.669,0,0,19978.9135,20.55193335,0,0,0.407007084,0,0,24814.20176,0.505510767,13659.68612,0.278272841,0,25165.7433,0,0.512672313,1250,Pre
47,1708507.591,0,0,179150.6052,3693.912926,328044.7872,790.7101226,107538.0915,759263.9187,1505773.948,0,315971.2734,34.80543084,0,0,3.649626159,0.075251776,6.682873528,0.016108214,2.190748011,15.46759754,30.67537498,0,6.436913925,769557.3612,0,0,19604.44058,15.67729383,0,0,0.399378384,0,0,25295.69063,0.515319578,0,0,0,23676.82664,0,0.482340352,1250,Pre
48,812644.4068,214160.8943,0,297575.147,0,360871.3212,10074.94516,15385.79614,1513633.165,1222741.485,0,461648.4607,16.55505591,4.362849912,0,6.062151114,0,7.351610187,0.205245097,0.313436865,30.83548163,24.90948499,0,9.404625214,208193.8659,75301.35491,0,49762.55154,4.241290609,1.534026605,0,1.013754375,0,0,24684.67096,0.502871987,13034.17541,0.265530041,0,66169.41878,0,1.34799233,1250,Pre
49,1514371.193,0,298927.4727,773996.6029,0,108520.0447,57605.54213,77195.25367,1404011.148,268740.6759,235198.3177,170168.2674,30.85051661,0,6.089700468,15.76772932,0,2.210752196,1.173530468,1.572608794,28.60228023,5.474740094,4.791420783,3.466639477,764853.6317,0,0,21858.67667,15.58147024,0,0,0.445301305,0,0,24950.55107,0.508288453,28290.65836,0.57633256,0,62317.10055,0,1.269513548,1250,Pre
50,1388852.71,0,0,154535.834,0,150222.9322,233775.0341,41348.39764,2508479.275,19287.21992,285631.7748,126601.2398,28.29347507,0,0,3.148178159,0,3.060316445,4.762425889,0.84234264,51.10232016,0.392916018,5.818842736,2.579099279,425809.1044,51468.29751,0,34783.26722,8.674511843,1.048503547,0,0.708598901,0,0,24860.45462,0.506453023,1793.384033,0.03653452,0,49741.10049,0,1.013317378,1250,Pre
51,2641448.014,13013.79169,46003.73584,0,656.4700226,222186.4584,0,191525.5746,1270757.32,0,0,523143.8957,53.81113706,0.265114787,0.937180411,0,0.013373497,4.526345363,0,3.901726968,25.88765554,0,0,10.65739993,1307343.009,0,0,0,26.63297308,0,0,0,0,0,24287.36449,0.494778127,0,0,0,39180.18681,0,0.798172212,1250,Pre
52,1262670.779,0,0,0,0,89761.08088,45917.21058,0,2727450.341,50788.32607,565733.564,166413.5084,25.72291789,0,0,0,0,1.828597724,0.935417733,0,55.56316208,1.034651283,11.52502953,3.390148156,697082.1323,0,0,0,14.20084059,0,0,0,0,0,25338.07452,0.516183015,0,0,0,21410.58577,0,0.436172872,1250,Pre
53,918016.4198,0,0,0,15872.69933,72967.79971,93876.22981,218494.267,2283492.067,599000.6607,499895.7884,207119.0874,18.70167694,0,0,0,0.323355976,1.486487809,1.91243085,4.451128657,46.5189184,12.20274126,10.18379338,4.2193954,326299.3176,0,0,0,6.647315114,0,0,0,0,0,0,0,30211.94837,0.615472758,0,19981.04417,0,0.407050489,1250,Pre
54,822613.7377,0,0,56270.82039,0,33335.52352,146329.2309,47222.24021,3039507.236,261524.3368,501931.8337,0,16.75814945,0,0,1.14633974,0,0.679105709,2.980994613,0.962003578,61.92033295,5.327730041,10.22527135,0,357628.6541,0,0,0,7.285551116,0,0,0,8612.510452,0.175452622,0,0,28793.51994,0.586576771,0,18920.5602,0,0.385446487,1250,Pre
55,1077822.389,0,0,0,48162.41004,262259.8338,71206.29642,178678.5856,2162023.972,382792.1708,592839.9307,132949.3787,21.95721741,0,0,0,0.98115656,5.342713463,1.450602759,3.640010255,44.04439069,7.798178069,12.0772359,2.708422502,540468.2938,0,0,0,11.01032967,0,0,0,0,0,0,0,30129.07818,0.613784541,0,25214.5466,0,0.513666525,1250,Pre
56,3249892.45,0,0,0,0,43067.76516,0,450766.2597,794936.3184,162825.4423,92596.95005,114649.8736,66.20626533,0,0,0,0,0.877369307,0,9.182934836,16.1943097,3.317052673,1.886369576,2.335628045,1146877.714,0,0,0,23.36400094,0,0,0,0,0,0,0,30456.03193,0.620445188,0,13362.74242,0,0.272223553,1250,Pre
57,2635222.802,0,0,0,8872.536074,204785.2569,0,198984.272,925868.7118,459702.4109,459979.8508,15319.67291,53.68431809,0,0,0,0.180749821,4.171850996,0,4.053674303,18.86164251,9.364980614,9.370632572,0.312089814,693342.6146,0,0,0,14.12465976,0,0,0,0,0,0,0,31042.79107,0.632398547,0,23764.78509,0,0.484132226,1250,Pre
58,1896508.757,0,95163.2544,150831.0883,0,142177.9381,0,173663.5521,1748560.107,701829.8759,0,0,38.63535915,0,1.938649899,3.072705699,0,2.896425172,0,3.537844831,35.621374,14.29756083,0,0,0,2895.108539,71005.95749,29467.51114,0,0.058978667,1.446521488,0.600307208,4620.589362,0.094129874,34191.73326,0.69654827,592.0287436,0.012060711,188.9744367,30249.11767,0.003849756,0.616229965,1250,Pre
59,1520678.556,0,18710.41904,174835.2896,0,78214.28124,78170.6954,336373.1998,1528533.535,549886.4284,623332.6027,0,30.97900916,0,0.381165527,3.561715272,0,1.593368253,1.59248033,6.852538557,31.13902947,11.20219433,12.69842751,0,0,240560.9443,0,73784.40314,0,4.900667315,0,1.503123518,315707.6133,6.431542685,39444.12883,0.803549194,26805.35157,0.546074138,300536.6255,11016.12612,6.12248186,0.224418678,1250,Pre
60,1678073.842,0,738727.8966,423044.1878,0,63566.22768,0,62263.53956,1332851.616,516699.1611,70959.08847,22549.64194,34.18543959,0,15.04924113,8.618185425,0,1.294960557,0,1.268422412,27.15263015,10.52610887,1.44556668,0.459377533,0,82066.43972,0,39554.00852,0,1.671843781,0,0.805787645,195187.5469,3.976328054,35151.40839,0.716098611,27924.78456,0.56887904,121777.4987,19216.71157,2.480830833,0.391479634,1250,Pre
61,1704752.219,724733.6193,0,607391.8051,16842.81438,156449.9034,18331.83366,832327.8698,664641.1938,42125.22109,0,141138.3679,34.72892702,14.76415206,0,12.37368425,0.343118997,3.187171261,0.373453049,16.95604413,13.53995922,0.858167957,0,2.87524722,1743653.493,28677.82122,0,44069.4864,35.52141728,0.584219777,0,0.897776205,6734.297567,0.137189983,44620.85573,0.909008609,10571.02911,0.215351237,0,32173.23198,0,0.6554277,1250,Pre
62,92738.85981,0,0,342724.9751,0,131683.298,89167.68546,987107.138,1949690.316,602721.3127,192436.752,520464.7681,1.889260538,0,0,6.981935861,0,2.682630118,1.816509172,20.10918149,39.71876496,12.27853776,3.92028932,10.60282119,688589.8393,117099.4567,0,11584.37581,14.02783702,2.385530543,0,0.235994966,0,0,24755.94836,0.504324039,14317.04563,0.291664459,8332.112131,20636.97525,0.169740395,0.420413007,1250,Pre
63,853270.4637,0,28521.7349,300881.2999,32765.07511,124851.3075,480938.1653,99461.87776,1456466.457,1078314.467,234037.7268,219226.5115,17.38268315,0,0.581040012,6.129503508,0.667484629,2.54344995,9.797591851,2.026220735,29.67089101,21.96724195,4.76777742,4.46604582,0,168779.6815,0,138793.2339,0,3.438351438,0,2.827472542,0,0,25084.49493,0.511017134,18523.04962,0.377348468,50964.06272,40972.86148,1.03823136,0.83469228,1250,Pre
1,183257.827,0,4029.571422,422750.3199,0,243789.6787,0,158853.7085,3346826.287,1965076.644,331937.1388,412057.8649,2.592567913,0,0.057006774,5.980693609,0,3.448918439,0,2.247320262,47.34790642,27.80014769,4.695949906,5.829426314,0,127557.0732,0,9991.352516,0,1.804563442,0,0.141348724,0,0,30157.87848,0.426646705,3077.801501,0.043541984,483230.219,19671.3573,6.836309156,0.278292778,1500,Pre
2,163887.3318,0,66879.24817,435919.1189,11212.01558,248147.3296,256808.9551,68284.85196,3432733.362,1339830.977,875386.706,169489.7363,2.318531464,0,0.946147817,6.166994005,0.158617574,3.510566588,3.633103523,0.966033043,48.56324292,18.95473093,12.38418857,2.397789274,0,141318.7364,0,765.6544107,0,1.999251151,0,0.010831794,0,0,28639.67682,0.405168545,3077.801501,0.043541984,542488.1567,10078.4472,7.674637486,0.142580861,1500,Pre
3,856322.5744,0,963651.7515,207980.4674,17214.44019,675698.8874,276035.4649,69793.91376,1561408.988,1365686.748,889680.3792,185106.0235,12.11448628,0,13.63288353,2.942321729,0.243534511,9.559183819,3.905102996,0.9873819,22.08941854,19.32051525,12.58640268,2.618714546,55924.11614,161114.5366,0,249238.2221,0.791164402,2.279304437,0,3.52599956,0,0,0,0,30211.87824,0.427410645,154585.1569,63310.83666,2.186932608,0.89566512,1500,Pre
4,142700.9669,6956.201154,763635.9227,320519.1309,0,415867.6591,172169.955,18183.18622,2849933.094,1388269.681,474431.4901,515911.9581,2.018805712,0.098410115,10.80323838,4.534418136,0,5.883323877,2.435706613,0.257239464,40.31830572,19.6399984,6.711832605,7.298661185,120225.4658,135031.4251,0,66089.36709,1.700842415,1.910303892,0,0.934973285,0,0,32537.58912,0.460312724,18957.73183,0.268197043,18062.75046,43080.20987,0.255535646,0.609460298,1500,Pre
5,3409282.902,0,186221.9119,1863.63637,5190.12218,603356.8797,365870.7367,19019.86746,1427614.527,207381.8262,271877.6142,570899.0802,48.23148678,0,2.634501136,0.026365061,0.073425209,8.535753764,5.176012114,0.269076082,20.19661411,2.933852688,3.846281441,8.076569833,0,72398.05623,0,21194.4101,0,1.024222979,0,0.299839567,0,0,23737.02458,0.335810204,10941.65213,0.154792713,120664.1289,25188.91032,1.707048228,0.356350186,1500,Pre
6,117163.0881,12369.08942,0,53364.79155,0,111366.9453,472313.0441,0,1325251.905,3941024.269,719183.2507,316542.8988,1.657518633,0.17498682,0,0.754957366,0,1.575519986,6.681862724,0,18.74847924,55.75408828,10.17436172,4.478165959,0,132201.1619,0,25320.06687,0,1.870263857,0,0.358205671,0,0,33739.53993,0.47731685,30639.33051,0.433457858,374887.314,13010.22174,5.303570589,0.184056987,1500,Pre
7,193613.6442,0,18253.5777,127610.4855,0,128388.4599,48161.88068,0,698206.915,5381479.837,99712.22353,373152.253,2.739072758,0,0.2582353,1.805319072,0,1.816325158,0.681351234,0,9.877607273,76.13236598,1.410639401,5.279024497,0,91962.88217,0,25791.60052,0,1.301008647,0,0.364876508,0,0,30422.53461,0.430390824,23080.43779,0.326521401,520643.9277,10694.30477,7.36560486,0.151293464,1500,Pre
8,1417559.155,0,413960.0259,440225.364,0,171992.6498,0,55365.48214,2210036.444,1831028.525,191800.4182,336611.3599,20.0543597,0,5.856336388,6.227914912,0,2.433198256,0,0.783261347,31.26561996,25.90375473,2.713420857,4.762076607,0,170407.814,0,68247.77098,0,2.410777418,0,0.965508454,52471.93122,0.742325976,38887.56554,0.550146514,55653.40782,0.787334663,336861.7569,35690.25917,4.765618999,0.504913882,1500,Pre
9,105350.9526,0,23694.88599,534876.7773,0,111027.7732,0,181396.5789,2696739.248,2482096.547,462676.8688,470719.6958,1.490411099,0,0.335214065,7.566958494,0,1.570721682,0,2.566236639,38.15105614,35.11448308,6.545538731,6.659321457,0,245318.6333,0,23439.5726,0,3.470548723,0,0.331602119,281549.8312,3.983115321,45825.80935,0.648302585,7339.445832,0.103831919,103314.6724,23497.09268,1.461603627,0.332415862,1500,Pre
10,763083.5812,0,3164.092288,603510.73,0,427748.2007,28749.57432,261752.7761,2166578.039,1699026.336,596737.546,518228.5336,10.79542435,0,0.044762749,8.537930301,0,6.051399159,0.406723277,3.703044284,30.65080928,24.03630577,8.442109349,7.331434025,0,336316.4354,0,26756.66004,0,4.757904278,0,0.378529307,98556.6525,1.394291415,46726.55512,0.661045531,9342.838596,0.132174128,102598.913,39283.29013,1.451477703,0.555744872,1500,Pre
12,1174195.251,0,613782.6165,36263.72865,0,126358.5052,0,1037247.122,3155929.695,510772.6536,286291.8731,127738.118,16.61146475,0,8.683247769,0.513026815,0,1.787607174,0,14.67404504,44.64727209,7.225954899,4.050201491,1.807124703,0,210005.8992,0,39178.21177,0,2.970975728,0,0.554258317,0,0,32113.47157,0.454312688,4953.808117,0.070082049,439064.954,26612.25249,6.211498469,0.376486358,1500,Pre
13,2223169.407,0,263358.9961,245776.9222,0,183916.6322,0,60442.87861,2357802.328,954438.9793,382601.0662,397071.9882,31.45141337,0,3.725767647,3.477032183,0,2.6018881,0,0.855091814,33.35607958,13.50254946,5.412697859,5.617419527,0,116947.8458,0,155555.7154,0,1.654473577,0,2.200663203,0,0,50084.30207,0.708547933,19923.02968,0.281853214,191027.3608,16607.53116,2.702484332,0.234948505,1500,Pre
14,1221674.142,0,58108.2426,121471.6487,0,186617.4054,0,29839.08806,4571202.716,559948.4992,319717.4078,0,17.28315365,0,0.822063471,1.718472297,0,2.640096226,0,0.422136743,64.66928961,7.921650801,4.523076074,0,0,136773.1654,0,128676.7758,0,1.934944476,0,1.820403994,0,0,29488.0883,0.417171113,9288.435977,0.131404489,320301.6151,20223.23871,4.531340918,0.286100303,1500,Pre
15,1344480.857,0,207009.8815,191852.6547,0,144796.5263,0,150239.0073,2994669.397,1733171.862,221900.3009,80458.47834,19.02051327,0,2.928590747,2.714159852,0,2.048451814,0,2.125447169,42.36590555,24.51936614,3.13924709,1.138254626,0,95923.52773,0,70578.30636,0,1.35704032,0,0.998478785,34448.45019,0.487345878,42259.75033,0.59785317,15917.66212,0.225188854,284065.1088,29809.74353,4.01869922,0.421721603,1500,Pre
16,707983.5182,0,37720.03159,186810.8973,0,147350.8409,0,328264.176,2442183.783,1676979.227,1222486.939,318800.5562,10.01591792,0,0.533629287,2.642833576,0,2.084587973,0,4.643988112,34.54983298,23.72440298,17.29465237,4.510105278,0,5936.219638,0,462391.0008,0,0.083980329,0,6.541494526,342664.8426,4.847715868,50254.63294,0.710957622,40715.49834,0.576006473,350618.2802,18380.11576,4.960233995,0.260025447,1500,Pre
17,2078085.326,0,16967.59604,207070.3677,0,230489.4563,45932.83545,174378.5675,2338429.61,1449732.698,111204.6775,416288.2874,29.39889349,0,0.240042381,2.929446452,0,3.260758783,0.649816694,2.466952088,33.0820117,20.50952223,1.573224367,5.88927455,0,122412.1322,70007.66191,431513.0368,0,1.731777416,0.990405818,6.104660695,223912.0137,3.167707004,49227.39251,0.696425143,33914.64052,0.479794016,327621.4653,17765.12489,4.634895615,0.251325106,1500,Pre
18,2597779.438,5445.094661,0,284298.3432,0,232255.8171,4204.15208,135232.8142,2573074.838,505963.214,356425.9912,373899.6502,36.75106121,0.077032332,0,4.021998812,0,3.285747676,0.059476585,1.913152965,36.40156262,7.157915248,5.042396297,5.289598005,0,103312.2244,98325.6671,240389.9604,0,1.461568996,1.39102364,3.400822263,205561.0308,2.908093703,71816.57584,1.015996715,20862.32966,0.29514159,77975.07594,24968.89025,1.103121669,0.353237538,1500,Pre
19,808023.2729,0,151.1970994,14686.17931,0,415175.3519,71429.93792,0,1943490.864,1688863.307,1462265.111,664494.4165,11.43119094,0,0.002139001,0.207766936,0,5.873529733,1.010526907,0,27.49477136,23.89252831,20.6868196,9.400672981,0,0,0,250159.5214,0,0,0,3.539033279,115364.9074,1.63207958,0,0,36243.35506,0.512738588,266873.8569,21363.11565,3.775492757,0.302226263,1500,Pre
20,1079885.042,0,48733.11383,58782.24355,0,576333.5967,6309.55396,944431.6687,2906116.726,1186161.99,88902.55881,172923.1545,15.27724821,0,0.68943253,0.831598634,0,8.153452514,0.089261929,13.36097498,41.11314153,16.78075947,1.257713928,2.446362205,0,0,0,53892.46131,0,0,0,0.762422366,86068.93757,1.217626388,0,0,40813.83569,0.577397662,138874.1556,27527.75039,1.964667407,0.389438004,1500,Pre
21,1801328.458,0,0,501352.739,11611.1184,507845.5929,302038.921,193163.7623,1314074.709,1627957.952,248727.3351,560478.4743,25.48358473,0,0,7.092690368,0.164263723,7.184545461,4.272976647,2.732708231,18.59035428,23.03089379,3.518771988,7.929148416,1081006.582,0,115608.5683,19986.67337,15.29311476,0,1.635526677,0.282753588,0,0,72649.8801,1.027785558,30426.98578,0.430453795,0,51239.60541,0,0.724892132,1500,Pre
22,304588.6362,0,24601.64841,286065.4379,15047.01651,452059.3333,114023.4349,122442.6403,2399811.43,2689936.76,531068.1244,128934.4523,4.309047738,0,0.348042129,4.046998088,0.212871738,6.39533133,1.613101627,1.732209018,33.9503868,38.05482062,7.513077077,1.824049371,0,277140.519,0,69324.14364,0,3.920736314,0,0.980736012,13863.6522,0.196130558,53053.57695,0.75055458,423.3469812,0.005989135,0,59045.48356,0,0.835322718,1500,Pre
23,739877.9299,0,21931.30463,320980.9813,34000.60272,768423.9387,295886.7168,17614.46005,1851830.932,2671253.471,138548.7943,208229.6852,10.46713154,0,0.310264493,4.540951984,0.481010133,10.87097495,4.185940763,0.249193634,26.19804858,37.79050615,1.960064487,2.945847439,231326.132,102316.1432,0,39975.29334,3.272595323,1.447477329,0,0.565534714,9242.293881,0.130751712,62053.95856,0.877883933,0,0,0,38423.1128,0,0.543575852,1500,Pre
24,487304.3238,11269.14129,0,480737.1789,33953.77349,533997.3423,76929.93198,0,2505700.084,2310012.801,280575.7843,348098.8165,6.893945948,0.159425737,0,6.801039853,0.480347634,7.554517033,1.088335906,0,35.44840482,32.67999609,3.969335376,4.924590874,11781.44356,69848.59339,0,48243.69324,0.166673331,0.988155458,0,0.682508645,0,0,83670.49201,1.183695324,2677.442855,0.037878068,0,26714.48291,0,0.377932623,1500,Pre
25,871850.2927,0,0,278578.3532,17029.11932,501655.388,431346.4923,155980.3327,3072274.236,1011228.893,675797.7263,52839.00979,12.33415855,0,0,3.941077507,0.240912757,7.096971976,6.102304572,2.206670309,43.46378944,14.3059624,9.560582104,0.747519075,0,131590.2394,0,69569.69831,0,1.861621072,0,0.9842099,30622.84977,0.433224703,29867.29667,0.422535814,0,0,393860.2009,30171.12125,5.571982033,0.426834052,1500,Pre
26,593644.6379,42647.55553,0,985468.4065,0,151790.6566,740160.6977,69610.88707,2707172.971,1039048.159,620048.7775,118986.7292,8.39835365,0.603339491,0,13.94152606,0,2.147398517,10.47113189,0.984792602,38.29866312,14.6995245,8.771895813,1.683317877,524013.8768,208352.2904,159244.1512,83592.11566,7.413279888,2.947581948,2.252843895,1.182586525,559817.9541,7.919803966,85522.87142,1.209901132,27849.907,0.393995588,0,51204.57055,0,0.72439649,1500,Pre
27,2366320.6,8354.883008,352221.2609,400047.8335,63042.63311,705695.7509,63965.91758,164653.2347,1306856.808,637276.7351,58156.51409,941987.3328,33.47658848,0.118197416,4.982911532,5.659519126,0.891870816,9.983552629,0.90493262,2.329366773,18.48824185,9.015621556,0.822746373,13.3263947,0,81423.29666,90604.79311,127611.3247,0,1.151904013,1.281795617,1.805330944,30603.25404,0.43294748,22816.54385,0.322788066,31015.5981,0.438780956,18559.27259,30198.52458,0.262559998,0.42722173,1500,Pre
28,1613608.02,0,152416.9708,364536.1195,0,203317.788,1142099.847,214082.884,1244458.273,768811.1406,254968.1708,1110280.196,22.82788379,0,2.15625905,5.157131142,0,2.876358309,16.15740766,3.028653264,17.60548317,10.87645274,3.607061752,15.70725168,31501.19202,37426.66494,0,179792.7785,0.445650704,0.529478998,0,2.543547505,112702.7222,1.594417364,65176.56125,0.922059724,52212.70179,0.73865863,294218.8474,41737.17488,4.162345236,0.590460239,1500,Pre
29,1141079.671,0,128471.8716,27124.01608,0,216752.0686,1431854.243,0,965829.3616,1160411.643,1189616.742,807439.6338,16.14297513,0,1.817505192,0.383726332,0,3.066414502,20.25659382,0,13.66369041,16.41646658,16.82963421,11.42293413,0,155207.983,0,192688.629,0,2.195743795,0,2.725986469,0,0,30462.52679,0.430956597,46539.96769,0.658405859,370466.7219,29532.5918,5.241032004,0.417800708,1500,Pre
30,2322073.958,5987.673123,338304.9912,1017274.651,0,347210.56,97309.13421,727364.2804,1292201.432,270794.0294,0,650058.2803,32.85062655,0.084708247,4.786036589,14.39149237,0,4.912024615,1.376642642,10.29009961,18.28091071,3.830951852,0,9.196443431,1198525.128,72684.76094,0,54345.8596,16.95566209,1.028279021,0,0.768836639,0,0,49155.50244,0.695408106,33999.58386,0.480995719,35878.72072,16227.85038,0.507580067,0.22957712,1500,Pre
31,2648214.687,0,196637.8218,900271.4473,0,16810.95661,140697.166,446513.1098,1064817.994,176344.4603,368393.9488,1109877.852,37.46457403,0,2.781856119,12.73623564,0,0.237826386,1.990457728,6.316868318,15.06409309,2.494763781,5.211708262,15.70155968,812354.3649,142604.3411,0,69944.54878,11.49246335,2.017438737,0,0.989512949,0,0,54793.84614,0.775174352,2057.399615,0.029106251,67282.93371,12582.76324,0.951858799,0.178009686,1500,Pre
32,584912.6476,0,0,946351.9449,0,146948.6823,0,559638.5705,3004498.994,1509304.841,52980.90423,263942.5323,8.274821257,0,0,13.38814133,0,2.078898593,0,7.917266208,42.5049659,21.35229565,0.749526471,3.734022997,1550193.998,68785.87593,0,39429.57744,21.93075889,0.973121082,0,0.557814414,0,0,33375.17591,0.472162153,39214.95823,0.554778173,4595.341998,23679.87524,0.065010791,0.335001706,1500,Pre
33,80084.38311,0,0,203348.6543,0,714530.2507,9668.619031,1060941.858,3428224.411,344525.4396,845906.5024,381348.7982,1.132962261,0,0,2.876794978,0,10.10853523,0.136782979,15.00925698,48.49945431,4.874037932,11.967129,5.394981892,0,97418.78375,0,68966.93021,0,1.378193865,0,0.975682476,0,0,29882.80483,0.422755209,4631.37891,0.065520609,146898.8457,40792.12313,2.07819355,0.577090492,1500,Pre
34,660350.802,0,195289.6281,385445.3749,0,29169.41179,204100.5905,112448.2908,1810686.033,1353776.683,1504376.962,812935.6883,9.342052828,0,2.76278308,5.452936596,0,0.412662762,2.887432699,1.590817896,25.61596733,19.15202231,21.28258043,11.5006874,0,149224.3643,101606.5266,246778.3638,0,2.111092908,1.437438307,3.491199684,218774.2637,3.09502271,32897.73476,0.465407743,3110.195626,0.044000267,79237.83356,12228.81651,1.120986035,0.173002364,1500,Pre
35,138393.6707,0,420627.853,111166.1411,0,243596.4336,0,0,1565287.548,1223819.615,3323930.564,41756.97191,1.957869936,0,5.950666845,1.572679188,0,3.44618458,0,0,22.14428894,17.31350588,47.0239982,0.59074031,0,0,0,49848.55882,0,0,0,0.705212848,0,0,29916.64603,0.423233964,0,0,124877.1902,32255.11586,1.766650853,0.456316545,1500,Pre
36,2668786.829,0,0,170628.7995,77916.54752,65965.66428,0,22921.94964,3475022.589,571307.2352,0,16029.24272,37.7556103,0,0,2.413903723,1.102293661,0.933223248,0,0.324279253,49.1615131,8.082344045,0,0.226767397,0,114560.7245,0,39441.72609,0,1.620702719,0,0.557986282,0,0,31290.11965,0.442664641,9514.543007,0.134603249,102536.5172,26492.62326,1.450594983,0.374793951,1500,Pre
